promotion_id,description,description_en,bad
1NWLCZAJVKTzMHHUgEio1zedXYvcnL,ลาบปลาดุก,Catfish Salad,1
1NWLD4PzIWN1f2waxl0seQcHEyWXu5,"โปรโมชั่นบุฟเฟ่ต์มื้อกลางวัน 


◇ราคาเพียง 350.- /ต่อท่าน 


◇ลูกค้าเข้าพักที่โรงแรมลดเพิ่มทันทีอีก 10%


◇มา 5 ท่าน จ่ายเพียง 4 ท่าน เท่านั้น!!","Lunch buffet promotion


◇Price only 350.- /per person


◇Customers staying at the hotel receive an immediate additional 10% discount.


◇Come 5 people, pay only 4 people!!",0
1NWLAkhug0Wgi32LbILC0lbuv2PzEX,,,0
1NWLCwhMdXyOqLmz4TLWl8Xbe3uyGq,"Promotion 5% 


Check in & shere Facebook Eat’EmUp Cafe 


Promotion 15%


Order 2 manu


Promotion 30%


Order 3 manu","Promotion 5%


Check in & shere Facebook Eat'EmUp Cafe


Promotion 15%


Order 2 manu


Promotion 30%


Order 3 manu",0
1NWLB5UIwyVyFzhqqjLd5uvpgUyRdV,"ข้าวผัดซีฟู้ด อร่อยเหาะ อร่อยที่สุด


","Seafood fried rice, very delicious, the most delicious.


",1
1NWLBOoqikcrGkMRHOWcgcOXVv8YvL,"พิเศษสำหรับผู้ถือบัตรเครดิต 



รับส่วนลดพิเศษ 15 % ที่ห้องอาหาร Pagoda Chinese Restaurant  เมื่อมารับประทานอาหาร ทั้งมื้อเที่ยง และมื้อคำ เฉพาะ วันจันทร์-ศุกร์



เงื่อนไขเป็นไปตามที่ทางร้านกำหนด","Special for credit card holders



Receive a special discount of 15% at Pagoda Chinese Restaurant when dining. Both lunch and dinner, only Monday-Friday.



Conditions are as specified by the store.",0
1NWLCX6AAAua59x1PA34Eta2ftwgT5,"วันอังคาร พุธ พฤหัสบดี ทานครบ 300 บาท ฟรีชามะนาว



วันศุกร์ เสาร์ อาทิตย์ ทานครบ 350 ฟรี เฟรนฟรายผงชีส



เพียงท่านเช็คอินที่ร้าน","Tuesday, Wednesday, Thursday, eat 300 baht and get free lemon tea.



Friday, Saturday, Sunday, eat 350 and get free French fries with cheese powder.



Just check in at the store.",0
1NWLB0kiCHEZ1n7hXsEmWPN34oAGE9,"วันแม่ปีนี้ อย่าลืมพาคุณแม่มาทานอาหารที่ร้านนะครับ



พร้อมรับสิทธิพิเศษ ลดทั้งบิล 12% 🍣



พิเศษสุด เมื่อพาคุณแม่มาทาน 



รับสิทธิ์ซื้อ แซลมอน ซาซิมิ ในราคา 1 แถม 1","This Mother's Day, don't forget to take your mother to eat at the restaurant.



Ready to receive special privileges, reducing the entire bill by 12% 🍣



Very special when you bring your mother to eat.



Get the right to buy salmon sashimi at the price of buy 1 get 1 free.",0
1NWLCoBGTUKCK2SHdauKJfJXKWvb7c,ผัดหน่อไม้ฝรั่งกุ้ง,Stir Fried Asparagus with Shrimp,1
1NWLCnEvqN9iUukhAeJOLJjHiJ0DuC,Butter Beer บัตเตอร์เบียร์ฟองนุ่มๆจากเกาะฮอกไกโด,"Butter Beer, soft foam butter beer from Hokkaido.",1
1NWLAKt9iBqzgqtNtBrtATnitnhJU7,,,1
1NWLCvgTLbPNUPEoaP2NZwRaS6gAcB,อาหารอร่อย สด ใหม่ พนักงานยิ้มแย้มแจ่มใส บริการดีมากๆ อร่อยค่ะ,"Delicious food, fresh, smiling staff, very good service, delicious.",1
1NWLAzac2VdcV0sb7BBZqhm6jBWkOD,"Promotion มา 4 จ่าย 2 กับมื้อกลางวัน  วันจันทร์ – วันเสาร์ จากราคาปกติ 1,600 ลด 50% จ่ายเพียง 800 บาทเท่านั้น             



 ราคานี้ (รวมชา กาแฟ ไม่รวม น้ำเปล่าและน้ำอัดลม) พบกับมื้อกลางวันมีอาหารตะวันตก อาหารไทย  ซูชิ ซาซิมิ ก๋วยเตี๋ยว ส้มตำ กรามอนแฮมอบ ฯลฯ เฉพาะเวลา 11.30 - 14.30 น.  เท่านั้นนะคะ","Promotion come 4 pay 2 with lunch Monday - Saturday from normal price 1,600, discount 50%, pay only 800 baht.



 This price (tea and coffee included, water and soft drinks not included) includes lunch including Western food, Thai food, sushi, sashimi, noodles, papaya salad, baked ham graham, etc. only from 11:30 a.m. - 2:30 p.m. only.",0
1NWLCwpNxFuIbMDdDBywsEhvF4zoNY,"คนรักเฟรนช์ฟรายส์มีเฮ ทุกวันพฤหัส-ศุกร์ จัดไป! เฟรนช์ฟรายส์ลดราคา 50% มีให้ฟินกันยาวๆ ไป ทุกขนาด ยกเว้นขนาดเล็ก รู้แบบนี้ตั้งตารอไปแมคโดนัลด์ทุกวีคเลย







- เริ่ม 13 ก.ย. - 28 ธ.ค. 61 ","French fries lovers rejoice. Every Thursday-Friday, let's go! French fries are 50% off, available for a long time, all sizes except small. Knowing this, I look forward to going to McDonald's every week.







- Starting 13 Sep. - 28 Dec. 2018",0
1NWLBIuEhTTlY8gsPawP10AERWcRes,"• โปรโมชั่นพิเศษสุดว้าวกับโปร ""มา 4 จ่าย 3"" 



• ราคาปกติ 750++ บาท



• โปรโมชั่นนี้ยกเว้นมื้อค่ำศุกร์-เสาร์ วันนักขัตฤกษ์ และวันหยุดยาวต่อเนื่อง","• Very special promotion with the ""come 4 pay 3"" promotion.



• Normal price 750++ baht



• This promotion excludes dinner on Friday-Saturday. public day and long holidays",0
1NWLA3bfNBq8AALM7yM0K3cXNmlTNc,โปรโมชั่น ทุกวันศุกร์ ราคาพิเศษ ข้าวแกงกระหรี่ จากราคาปกติ 599 เหลือเพียง 399 บาท เท่านั้น,Promotion every Friday. Special price for curry rice from the normal price of 599 to only 399 baht.,0
1NWLCNtsbWg1nb9lNNxHcFwSMYzmkb,สเต็กอร่อย นั่งสบายๆ ราคาเบาๆ,"Delicious steak, comfortable seating, low prices.",1
1NWLCWB4u63EbNVVQ4FrccISjNYSGG,,,1
1NWLBHiqCqTqO1FGtmAAGZx67LIAZt,กุ้งมังกรจะเป็นโปรชั่นจะแจ้งในเพจนะจ๊ะและจะแจ้งอีกทีเมื่อมีเท่านั้น,Lobster will be a promotion that will be announced on the page and will be announced again only when it is available.,1
1NWLCUkutlb7FBGEXWvYozOM5xW8K0,,,1
1NWL9owEJYzAqyDLaPngVK2hHIZYvN,ส่วนลดสูงสุด 15% สำหรับค่าอาหาร(บัตรกรุงศรีเอ็กซ์คลูซีฟ ซิกเนเจอร์  รับmac&cheese มูลค่า 150 บาท เมื่อสั่งสเต็กเนื้อวัวทุกเมนู(สำหรับบัตร กรุงศรี ประเภทอื่นๆ,Up to 15% discount on food (Krungsri Exclusive Signature card receives mac & cheese worth 150 baht when ordering every beef steak menu (for other Krungsri cards),0
1NWLDGl1ZrKbBPxMZMhTwnReDXIFSE,Cocktail buy 1 get 1 free,Cocktail buy 1 get 1 free,0
1NWLBtvdpHkzmhM72LGb8n9RSLDPGb,,,1
1NWLDJBfRLBLxz2zshO2N0SzTNFbJ8,ซื้อ 10 แก้ว ฟรี 1 แก้ว,"Buy 10 glasses, get 1 free.",0
1NWLCl5jb3iJcFrqcHg5vvNajkJhNa,ปลากระพงทอดน้ำปลา อร่อยมาก กรอบนอกนุ่มใน บรรยากาศน่าประทับใจมาก สวยงาม พนักงานดูแลดีเป็นกันเองค่ะ,"Fried sea bass with fish sauce. Very delicious. Crispy on the outside and soft on the inside. The atmosphere is very impressive, beautiful, and the staff are well looked after and friendly.",1
1NWLARciEmgpUoqhrao6s5NJZwRy3A,ชุดยกทะเล 490บาท โดนสุด อร่อยบอกต่อ,"Sea food set 490 baht, super cheap, delicious, will tell others.",1
1NWLAeF6OI8PByJ6jZYlXwmeWfn9Uv,Pepper Beet Steak  เนื้อนุ่ม มากๆ น้ำราดซอสเกรวี่อร่อย,"Pepper Beet Steak, very tender meat, delicious gravy sauce.",1
1NWLC4Kb3Rp1k7zK1zbFjh11zYyhgY,"ลิ้มรสอาหารทะเลสดๆทุกวันเสาร์ ณ ห้องอาหารพาโนรามา  ที่จะไม่ได้ให้คุณเพียงแค่อาหารซีฟู้ดจานอร่อยเท่านั้น แต่ยังรวมถึงวิวพาโนรามาของกรุงเทพ ที่จะช่วยสร้างอรรถรสให้กับมื้ออาหารของคุณได้อีกเท่าทวีคูณ 







Let the chefs at Panorama satisfy your seafood cravings with a variety of delightful delicacies including Australian brown crab, giant river prawns, king crab legs, New Zealand mussels, freshly-shucked Pacific oysters on ice, and much more. 20% discount if booked online!







📆 Saturday 



⏰ 18.00 – 22.00 Hrs



📍 Panorama Restaurant 23rd floor



📞 02 632 9000 ext. 4343



📝 Promo code: WSF20







More details and reservations at https://goo.gl/SmUybh","Savor fresh seafood every Saturday at Panorama Restaurant. That will not only give you delicious seafood dishes. But it also includes panoramic views of Bangkok. that will help increase the enjoyment of your meal twofold.







Let the chefs at Panorama satisfy your seafood cravings with a variety of delightful delicacies including Australian brown crab, giant river prawns, king crab legs, New Zealand mussels, freshly-shucked Pacific oysters on ice, and much more. 20% discount if booked online!







📆 Saturday



⏰ 18.00 – 22.00 Hrs.



📍 Panorama Restaurant 23rd floor



📞 02 632 9000 ext. 4343



📝 Promo code: WSF20







More details and reservations at https://goo.gl/SmUybh",1
1NWLCUq3myaWHqaqjEBKibgqEGiC4N,สั่งจิ้มจุ่มครบ.5 หม้อ....แถมฟรี.1 หม้อ หมู+เนื้อ+รวม+ทะเล(09/09/61----31/12/61(เฉพาะทานที่ร้านเท่านั้น)หรือแลกรับส่วนลด10%เมื่อทานอาหารครบ500บาทเพียงท่านแสดงโพสนี้.....ขอบคุณครับ,"Order Jip Jum, complete 5. Pot....get 1 free pot of pork + beef + mixed + seafood (09/09/61----31/12/61 (only eat at the restaurant) or redeem for a 10% discount when you eat 500 baht. Only baht for showing this post.....thank you",0
1NWLAOwP4DgC8aubdgjagbHgiz49JJ,โครตมัทฉะ ช่วงโปรโมชั่น ลดทันที 15% (จ. พ. ศ. ส.),"Super Matcha, during the promotion period, instantly discount 15% (Mon. Fri. Sat.)",0
1NWLBCobPoLqjA5GY2dxC5EEIrAqEC,"



ครัวบ้านสวนพัทยา ได้แชร์โพสต์ — ที่ ครัวบ้านสวนพัทยา



เผยแพร่โดย A Pattaya Charas · 15 มีนาคม · เมืองพัทยา · 



ที่นี่ ""ครัวบ้านสวนพัทยา"" (เทพประสิทธิ์ ซอย 5) เข้าซอยนิด ชีวิตเปลี่ยน 



ครัวนี้อย่าได้กลัวแพงนะครับ เมนูของเราเริ่มต้นกันที่ 39 49 59 69 79 89 99 บาท เท่านั้นครับ



ใครๆ ก็นั่งได้ ชิลได้







โปรฯ ประจำเดือนนี้ : ถา่ยรูปอาหารแล้วโพสรูปเช็คอินท์ รับไอศครีมทานกันฟรีด้วยนะครับ







ครัวเปิด 10.00 - 21.00 น.



ครัวปิดทุกๆ วันที่ 10 20 30 ของทุกเดือน นะครับ



สำรองที่นั่ง หรือสั่งอาหารล่วงหน้าได้ที่เบอร์



Tel 089 4002254







ขอบคุณมากครับ



ทีมงานครัวบ้านสวนพัทยา","



Baan Suan Kitchen Pattaya shared a post — at Baan Suan Kitchen Pattaya.



Published by A Pattaya Charas · 15 March · Pattaya City ·



Here at ""Krua Baan Suan Pattaya"" (Thepprasit Soi 5), enter the alley and your life will change.



Don't be afraid of this kitchen being expensive. Our menu starts at 39 49 59 69 79 89 99 baht only.



Everyone can sit and chill.







This month's promotion: Take a photo of your food and post a check-in photo. Get free ice cream too.







Kitchen open 10:00 AM - 9:00 PM.



The kitchen is closed on the 10th, 20th, and 30th of every month.



Reserve a seat or order food in advance at the number



Tel 089 4002254







thank you very much



Baan Suan Pattaya Kitchen Team",0
1NWLC4KOYVYwker60HWbUpQMTZOOLe,"เต็มอิ่มไปกับทาปาสอย่างไม่จำกัด โดยสามารถเลือกสไตล์ที่คุณชอบ ไม่ว่าจะเป็น Cold Cuts and Cheese Platter, Bacon Crisps และอื่นๆอีกมากมาย เต็มที่ในแบบของคุณกับเนื้อชั้นดี และเติมเต็มรสชาติด้วยไวน์ ที่ดื่มได้ไม่จำกัดภายใน 90 นาที เหมาะแก่การปิดฉากสัปดาห์ที่เหนื่อยล้าของคุณ







Reward yourself & get together with your buddy to celebrate a long week of hard work with Free Flow Tapas & Wine just at THB 999/person.







📆 Friday 



⏰ 19.00 – 21.30 Hrs



📍 Panorama Restaurant 23rd floor



📞 02 632 9000 ext. 4343



📝 Promo code: TAPAS







More details and reservations at https://goo.gl/UWFVDq","Enjoy unlimited tapas You can choose your favorite style such as Cold Cuts and Cheese Platter, Bacon Crisps and many more. Complete in your own way with top quality meat. and complement the taste with wine All-you-can-drink for 90 minutes, the perfect way to end a hard week.







Reward yourself & get together with your buddy to celebrate a long week of hard work with Free Flow Tapas & Wine just at THB 999/person.







📆 Friday



⏰ 19.00 – 21.30 Hrs.



📍 Panorama Restaurant 23rd floor



📞 02 632 9000 ext. 4343



📝 Promo code: TAPAS







More details and reservations at https://goo.gl/UWFVDq",1
1NWLCX5sISGgtK1lP16nE6I6AIZWTr,ฟรีค่าปิดห้องจัดเลี้ยงสำหรับ 40 ท่านขึ้นไป,Free banquet room closing costs for 40 people or more.,1
1NWLBLSwlMg3GvA8CHboDO1Ri6RU0S,เช็คอินที่ร้าน รับฟรี กากหมู 1 ที่,Check in at the store and receive 1 free pork rind.,0
1NWLB6S2sOB7FMTqF1giRWRRoT4FMt,"มะพร้าวสด


","fresh coconut


",1
1NWLBfPxm06MYPtPv9x2LJd0sLlsMN,,,0
1NWLD1ckozabDf4k11TGS8WfozWGw2,"DUO Promotion ซื้อ1ฟรี1


ซื้อราเมน & อุด้ง รสใดก็ได้ 1ชาม #รับฟรี ราเมนรสต้มยำกุ้ง 1ชาม ตลอดเดือน ตุลาคม2561นี้คะ","DUO Promotion buy 1 get 1 free


Buy 1 bowl of Ramen & Udon of any flavor #get 1 bowl of Tom Yum Kung flavor ramen for free throughout the month of October 2018.",0
1NWLDGL79nldVSplzUywUskUou82fV,fish and chips 2 set ในราคา250 จาก 278 b,fish and chips 2 set for 250 from 278 b,0
1NWLCGMgVTT8n7cQcWbQl2cfNjuP1d,,,1
1NWLB85GPkLQgMVqRok9VjE1uUMVYt,ชาซากุระ ลดทุกแก้ว 10% เพียงแคปหน้าจอWongnai,"Sakura Tea, 10% discount on every glass, just capture the Wongnai screen.",0
1NWLBEnPV87Qku3zFsY0AHcrOxBwje,ขนมปังฝอยทอง,Foi Thong Bread,1
1NWLCsy4V2W0zRn1jZVhMbItN3QXME,"กรณี ส่ง EMS ค่ะ


Call : 080-777-1010


Line : @alorathailand","In the case of sending EMS


Call : 080-777-1010


Line : @alorathailand",1
1NWLBKYVkD1kpDGvTgr20XoxNfvjxB,"มหกรรมโคราชลดทั้งเมือง😊😊😊



พียงวันนี้คุณมา 5 จ่าย 4 เท่านั้น 



ระยะเวลา 3-19/08/2018



แต่ต้องแจ้งรหัสคูปองกับพนักงานตอนเปิดโต๊ะ รหัส ""5PAY4"" เพื่อใช้สิทธิ์มา5จ่าย4ด้วยนะครับ 



อย่าช้า อย่ารอ รีบๆมากันนะค้าบ....😁😁😁







โปรพิเศษยิ่งกว่านั่น สำหรับช่วงนี้



เพียงกดLikeกดShareโพสนี้ เช็คอินที่ร้าน แล้วแจ้งพนักงาน



รับฟรี Pepsiลิตร 1ขวดหรือน้ำดื่มรีฟิล1แก้วกดเติมไม่อั้น (1เฟสต่อ1แก้ว)","Korat Festival reduces the whole city 😊😊😊



Just today you come 5 pay 4 only.



Period 3-19/08/2018



But you must inform the staff of the coupon code when opening the table, code ""5PAY4"" in order to use the right to come 5 pay 4 as well.



Don't delay, don't wait, hurry up and come....😁😁😁







An even more special promotion than that. For this period



Just press Like and Share this post. Check in at the store Then inform the staff



Get free 1 liter bottle of Pepsi or 1 glass of refillable drinking water, unlimited refills. (1 phase per 1 glass)",0
1NWLC7QtWpu0lQTljaIfbkKvuEezH3,"3 โปรโมชั่น โหดๆ


1.สะสมแสตมป์แลกของรางวัลเพียบ !


2.ติด F กินฟรี   เบนโตะ 1 กล่อง


3.วันเกิด กินฟรี Kakigori Chocolate","3 brutal promotions


1. Collect stamps to exchange for lots of prizes!


2. Get F and get 1 free bento box.


3.Birthday eat free Kakigori Chocolate",0
1NWLBW2eutqwsRWCbJDZoAiqomBXM0,,,1
1NWLCFCL1ghnm8XgzD84Svw5aihBf1,พิเศษ** ตลอดเดือนนี้ ซื้อชุดคู่รัก แถมฟรี ชุดมินิ ราคา 30 บาท  ทันที,"Special** Throughout this month, buy a couple's outfit and get a free mini outfit for 30 baht immediately.",0
1NWLBToviSnzsBcfEPzmLwOx5o1mUi,,,0
1NWLBtalHbhC8tvi93jO4VLYALoATt,"@steak_ban_dao 


กด follow (กดติดตาม) 





❗️เพียงเท่านี้! คุณก็จะได้เป็นสมาชิกของทางร้าน 


ได้รับส่วนลด 5% ทุกครั้งตลอดชีพ เพียงโชว์ว่าคุณกดติดตามแล้วทุกครั้งให้กับทางร้าน 





เพียงเท่านี้ ความอร่อย ก็จะคู่กับความประหยัด! 😋👍🏻 ","@steak_ban_dao


Press follow (press follow)





❗️That's all! You will become a member of the shop.


Receive a 5% discount every time for life. Just show that you have followed every time to the store.





Just like this, deliciousness will be paired with savings! 😋👍🏻",0
1NWLDAPuOsUouMGobYxz1C3doEktwe,นำแก้วมาเอง รับส่วนลด 5 บาท,Bring your own glass and receive a 5 baht discount.,0
1NWLD3rZd0nHvA2lrj9ISksIvdimSE,,,1
1NWLAKTqI1Yq9ZI21pmTbk974Sknp6,"Promotion 15%OFF


เมื่อซื้อสิ้นค้าที่ร่วมรายการ ครบ 2 ชิ้น ","Promotion 15%OFF


When purchasing 2 participating items.",0
1NWLBePR9xN140iuFpUvC9H1ih19dY,เมนูมาใหม่จ้า,New menu.,1
1NWLArImKzkHnJpH0aeJCWspeIJNXh,ฟรี! เครื่องดื่ม 1 แก้ว (ไม่รวมเครื่องดื่มแอลกอฮอลล์) เมื่อชวนคุณแม่มาถ่ายรูป + check-in ลง facebook หรือ IG,free! 1 drink (excluding alcoholic beverages) when inviting mother to take photos + check-in on Facebook or IG,0
1NWL9z8UiIsWUE8joEXJLkQnfPu9Rw,โปรโมชั่นพิเศษ เพียง Add Line เป็นเพื่อนกับทางร้าน รับสิทธิ์ แลกซื้อเมนูเนื้อเด็ดๆ ทั้ง เยื้อใบพาย โรส ซี่โครงเต๋า ในราคา เพียง 39 บาท ต่อ1 การ Add Line  *เงื่อนไขรายละเอียดตามที่ร้านกำหนด*,"Special promotion. Just add Line to be friends with the shop and receive the right to buy delicious meat menus including pie leaf pulp, rose, and grilled ribs at a price of only 39 baht per 1 Add Line *Detailed conditions as specified by the shop*",0
1NWLBd0BtMFdA71jRplpx9bkKlQ5SI,โปรโมชั่นจาก rabbit  Line Pay ลด20% จนถึง 31 สิงหาคม 2561 เชิญมาทานที่ร้านกันนะครับ,"Promotion from rabbit Line Pay, 20% off until 31 August 2018. Come eat at the restaurant.",0
1NWLBO0oqRItN4hGfk95LD4n2U6Bos,,,1
1NWLB50oUqm9mO1PNp7fKlrxHgqmYZ,"ถ่ายรูปอาหาร Check in FB . 


ฝากกด Like&Share ด้วยนะจ๊ะ🙏🏻


รับเครื่องดื่ม ฟรี✅ไปเลย 1 ขวด ทันที 


👉🏻1 ขวดต่อ 1 โต๊ะ 


(แจ้งพนักงานก่อนเช็คบิลนะค่ะ)","Take photos of food. Check in FB.


Please press Like&Share as well 🙏🏻


Get 1 free drink✅ immediately.


👉🏻1 bottle per 1 table


(Please inform the staff before checking the bill)",0
1NWLBGGmD1afwPsRCdubj1JJjFSaEV,🍻,🍻,1
1NWLByECBekROMbIoQE6norhWMxGpY,,,0
1NWLCaCK4KTxaoZ0OxbbGc4Kk8OFWm,,,1
1NWL9xtRJGuOkx9fHN1UaxK9ssnbaO,July Special ซื้อ Black Coffee &Donut  ในราคา110บาท เท่านั้น,July Special Buy Black Coffee & Donut for 110 baht only.,0
1NWLAs8EeTVVjTZSzoQ0qecS9I2yGB,,,1
1NWLB7Fw61Pfi0DjR9u6ftdY8uxpac,"เกาเหลาหมูล้วน


","Pure pork soup


",1
1NWLAD2t0yZjN9W8smSTHyoFdaRepJ,"Japanese yakiniku bowl 99 บาท , add line แถมเป็บซี่แก้วนึง","Japanese yakiniku bowl 99 baht, add line and get a glass of Pepsi",0
1NWLBNEyIqCpJPvedGcXxUcOmCnkEu,,,1
1NWLD863Iyz2o92KHsknaDR4IxDokC,มีบริการส่งเดลิเวอรี่ ฟรี พื้นที่บ้านดู่ ใกล้เคียงค่ะ,There is a free delivery service in the nearby Ban Du area.,1
1NWLCyMJbOHJTzbhXsFmISjumv07sc,"เนื่องจากทางร้าน “นม 2499 ตะโกราย” เล็งเห็นความสำคัญของการใช้ทรัพยากรณ์ธรรมชาติ จึงต้องการให้ลูกค้ารณรงค์ลดใช้แก้วพลาสติก





*เพียงลูกค้านำแก้วมาใส่เครื่องดื่มเอง ลดทันที 5บาท /แก้ว





เช่น มอคค่าปั่น ราคาเต็ม45บาท


หากนำแก้วมาเอง ลดเหลือ 40 บาท","Because the shop ""Nom 2499 Takorai"" sees the importance of using natural resources. Therefore wants customers to campaign to reduce the use of plastic cups.





*Customers bring their own glass to drink and receive an instant discount of 5 baht/glass.





For example, mocha shake, full price 45 baht.


If you bring your own glass, the price is reduced to 40 baht.",1
1NWLBH7Br250zwlVZOZPBXejyQfiXC,,,1
1NWLBps14m9OhCiL66BLgCvJ4gPE47,,,1
1NWLCVmWYfSuhCphPEL9J44Pihtzc3,คัพเค้ก สีหวานๆ,Sweet colored cupcakes,1
1NWLCGa3g3EsR8NOuIvIFpARUWfWEl,"🍽 #ขนมจีนน้ำยา


 (พิกัด ร้านเจ้เขียด)


🔰ขนมจีนน้ำยา ชุดละ20บ. (หรือตามที่ลูกค้าต้องการจะสั่ง)


👉มีน้ำยา 3 อย่าง👈


#น้ำยาปลาร้า


#น้ำยากระทิ 


⏺มีเครื่องใน ตีนไก่ เลือด (สั่งเพิ่มเติมได้นะครับ)


#น้ำยาน้ำพริก


👉หรือลูกค้าต้องการแต่น้ำยาขนมจีนก็สั่งได้นะครับ เริ่มต้นถุงละ 20บ. หรือตามที่ลูกค้าต้องการสั่ง





👉อร่อย สด สะอาด แซ่บถึงใจ👈


📷 Mong SAAP camera 🍽  


🍽 #ฝ่ายโฆษณาและประชาสัมพันธ์ 🗨


🍽🍜 (CR. Paech  chaiyaphum) 📷





#อย่าลืม!! กดแชร์ 💫กดไลค์👍 แนะนำบอกต่อ ให้ด้วยนะครับ ขอฝากร้านอาหารเจ้เขียดขนมจีนน้ำยาสักร้าน อ.บ้านเขว้า จ.ชัยภูมิ ด้วยครับ





","🍽 #Khanom Jeen Yaya


 (Location: Jae Khiat shop)


🔰Khanom jeen liquid, 20 baht per set (or as the customer wishes to order)


👉There are 3 liquids👈


#fermented fish liquid


#Coconut milk liquid


⏺Contains entrails, chicken feet, blood (additional items can be ordered)


#Chili paste


👉Or if customers only want Khanom Jeen liquid, they can order it. Starting at 20 baht per bag or as customers wish to order.





👉Delicious, fresh, clean, delicious to the heart👈


📷 Mong SAAP camera 🍽


🍽 #Advertising and Public Relations Department 🗨


🍽🍜 (CR. Paech chaiyaphum) 📷





#Don't forget!! Press share 💫 Click like 👍 Please recommend and spread the word. I would like to leave you with the restaurant Jae Khiat Khanom Jeen Nam Sak, Ban Khwao District, Chaiyaphum Province as well.





",1
1NWLClsXa9HkXIks74m3GffRdWwFFd,,,1
1NWLCDf9DaqIhI4OVblZXVJYcjdQ0W,,,0
1NWLC6LoJcl71xJjKmNqd19MaLIu1h,,,1
1NWLB1SVe6tylrac71Krru3y99VUaU,"12-13 สิงหาคมนี้ พาคุณแม่มาทานที่ 92 คาเฟ่ บุฟเฟ่ต์อาหารนานาชาติ หรือบุฟเฟ่ต์อาหารญี่ปุ่น ที่ นิชิกิ



มื้อกลางวัน 500 บาทสุทธิต่อท่าน มื้อเย็น 750 บาทสุทธิ ต่อท่าน คุณแม่ทาน ฟรี สำรองที่นั่งด่วน 02-641 4777



ฟรี – รูปครอบครัว, บิงซู และเข็มกลัดดอกมะลิ



** ใช้ได้เฉพาะวันที่ 12-13 สิงหาคม  61 เท่านั้น","This 12-13 August, take your mother to eat at 92 Café, an international food buffet. or Japanese food buffet at Nishiki



Lunch 500 baht net per person, dinner 750 baht net per person. Mothers eat for free. Reserve your seat now 02-641 4777



Free – family picture, bingsu and jasmine flower brooch



** Can be used only on 12-13 August 2018.",0
1NWLC9nvTVKWUxdUpMR9S69pcMG1VE,,,1
1NWLCifHQRGrzvf7VrSnqdOto2w023,ง่ายๆ จ่ายด้วยพร้อมเพย์,"Easy, pay with PromptPay",1
1NWLD58QJrzIbIHKHCFnUjajDlCqZa,"ส่วนลด มากถึง 50% 


เพียงท่านสำรองที่นั่งผ่านทาง แอพพลิเคชั่น Eatigo ","Discount up to 50%


Just reserve your seat through the Eatigo application.",0
1NWLBh2dSzjMxb7u74cL6QXFBU2aSE,"ตามคำเรียกร้อง!! จากลูกค้า ที่อยากจะมาลิ้มรส ""เป็ดปักกิ่ง"" และ ""หมูหันฮ่องกง"" จะขยายเวลาเพิ่ม ถึงสิ้นเดือน กันยายน 61 นี้ !! กับโปรโมชั่นสุดคุ้ม ราคาลด 50% ณ ห้องอาหารจีน เดอะรอยัล คิทเช่น ชั้น 25 สามารถชมวิวบรรยากาศ ของหาดป่าตองได้ ทั้งบรรยากาศกลางวัน และ แสงสีของป่าตองยามค่ำคืน สนใจติดต่อสอบถาม 076 340 666 รับรองท่านจะไม่ผิดหวัง!","As requested!! From customers who want to come and taste ""Peking duck"" and ""Hong Kong suckling pig"" will have their time extended until the end of September 2018!! With a great promotion, 50% discount at the Chinese restaurant, The Royal Kitchen, 25th floor, you can see the view of the atmosphere. of Patong Beach Both the atmosphere during the day and the lights of Patong at night. If interested, contact 076 340 666. We guarantee you won't be disappointed!",0
1NWLBsxcgganxamMNxDWz5PxPpiHPp,โปร 1 แถม 1 ทุกวันอังคาร โปร 2 แถม 1ทุกวันเสาร์ - อาทิตย์,Promotion buy 1 get 1 free every Tuesday. Promotion 2 get 1 free every Saturday - Sunday.,0
1NWLAEwMtU3I5bxX0a9HhC5s2N1RKA,ฟรี ฟรี ฟรีค่ะ เจ้าไข่มุกหนึบๆ สดใหม่ทุกวันไม่มีค้างคืน สำหรับลูกค้าที่ชอบทานไข่มุกหนึบๆ ทางร้านนิยมจัดให้ค่ะ ใส่ฟรีไปเลยไม่คิดเงินเพิ่ม เลือกเมนูมาจับคู่กับไข่มุกหนึบๆได้เลยค่ะ เพียงแค่ลูกค้าแจ้งพนักงานตอนสั่งออเดอร์ได้เลยค่ะ,"Free, free, free, sticky pearls. Fresh every day, never overnight For customers who like to eat chewy pearls The shop is popular and provides it for you. It's free to use, no extra charge. Choose a menu to pair with the chewy pearls. Just the customer can inform the staff when placing the order.",0
1NWLCXAcZsREOpiOESykmz7a2mxnJp,"โปรเบียร์ช้าง,ลีโอ 3ขวด 200.-  ฟรีน้ำแข็ง","Chang, Leo beer promotion 3 bottles 200.- free ice",1
1NWLAZRr5ySAXTbkX8qqDkRhNuFsth,,,1
1NWLDD5aDSrpD9bpP3sT4x1mBTCAKm,,,0
1NWLA1Pck39i270AeziuWcbltpLwxL,อร่อยสุดฟิน กับ โปรโมชั่นลดราคาสุดแรง ทุกวันจันทร์ถึงศุกร์ จากราคา ปกติ 599 เหลือเพียง 549 สำหรับเด็กเพียง 249 บาท,Super delicious with a super discount promotion. Every Monday to Friday from the normal price of 599 to only 549 for children only 249 baht.,0
1NWLBG8kjHdGD1jLEgCKI7gybcJ0dO,อาหารชุด D ราคา 799,Meal set D price 799,1
1NWLCeU6vs8y3EjdEZW1iMbvHsctka,,,0
